Date,Day,Date2,T.Max,Smx,T.Min,Smn,Rain,Srn,Evap,Sev,Radn,Ssl,VP,Svp,RHmaxT,RHminT,FAO56,Mlake,Mpot,Mact,Mwet,Span,Ssp,EvSp,Ses,MSLPres,Sp
20250621,172,21-06-2025,31.2,25,15.2,25,0.0,25,4.2,25,19.5,42,18.2,25,40.1,100.0,4.2,4.7,6.4,2.9,4.6,5.8,26,4.2,25,1016.5,25
20250622,173,22-06-2025,30.9,25,14.1,25,0.0,25,4.8,25,19.4,42,18.6,25,41.6,100.0,4.1,4.6,5.9,3.2,4.6,5.7,26,4.8,25,1017.2,25
20250623,174,23-06-2025,29.9,25,15.5,25,0.0,25,3.9,25,17.2,42,19.0,25,45.0,100.0,3.7,4.0,5.4,2.6,4.0,5.5,26,3.9,25,1015.3,25
20250624,175,24-06-2025,32.3,25,17.1,25,0.0,25,4.5,25,18.8,42,19.1,25,39.5,98.0,4.4,4.7,6.8,2.5,4.6,5.9,26,4.5,25,1015.8,25
20250625,176,25-06-2025,31.9,25,17.6,25,0.0,25,7.2,25,19.4,42,14.9,25,31.5,74.1,4.8,4.7,8.2,1.1,4.7,6.2,26,7.2,25,1017.7,25
20250626,177,26-06-2025,29.8,25,15.8,25,0.0,25,9.0,25,19.5,42,8.2,25,19.6,45.7,4.9,4.2,8.4,0.0,4.2,6.3,26,9.0,25,1019.2,25
20250627,178,27-06-2025,29.1,25,13.7,25,0.0,25,7.7,25,19.5,42,8.4,25,20.9,53.6,4.8,4.1,8.1,0.1,4.1,6.2,26,7.7,25,1018.3,25
20250628,179,28-06-2025,28.2,25,13.5,25,0.0,25,10.2,25,19.0,42,8.8,25,23.0,56.9,4.6,4.0,7.7,0.1,3.9,6.0,26,10.2,25,1018.0,25
20250629,180,29-06-2025,28.1,25,13.9,25,0.0,25,7.9,25,19.5,42,7.5,25,19.7,47.3,4.7,4.1,8.0,0.0,4.0,6.1,26,7.9,25,1017.8,25
20250630,181,30-06-2025,28.0,25,12.8,25,0.0,25,6.9,25,19.6,42,8.4,25,22.2,56.9,4.6,4.1,7.9,0.2,4.0,6.0,26,6.9,25,1017.5,25
20250701,182,1-07-2025,28.4,25,10.0,25,0.0,25,7.1,25,19.5,42,7.7,25,19.9,62.8,4.6,3.9,7.6,0.2,3.9,6.0,26,7.1,25,1018.0,25
20250702,183,2-07-2025,28.7,25,10.3,25,0.0,25,5.1,25,19.3,42,9.0,25,22.9,71.9,4.5,4.0,7.6,0.3,3.9,6.0,26,5.1,25,1017.8,25
20250703,184,3-07-2025,28.6,25,9.7,25,0.0,25,4.8,25,18.3,42,10.3,25,26.3,85.6,4.3,3.7,6.8,0.6,3.7,5.8,26,4.8,25,1017.4,25
20250704,185,4-07-2025,30.6,25,8.7,25,0.0,25,4.5,25,19.4,42,10.7,25,24.4,95.2,4.6,4.0,7.1,0.9,4.0,6.0,26,4.5,25,1016.2,25
